pressmark,record_url,digitization_type,digitization_url
latin 1,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc8447n,colorized,https://gallica.bnf.fr/ark:/12148/btv1b8455903b
latin 2,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc8448v,colorized,https://gallica.bnf.fr/ark:/12148/btv1b8452767n
latin 3,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc84492,colorized,https://gallica.bnf.fr/ark:/12148/btv1b8426789n
latin 4,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc8450c,microfilmed,http://gallica.bnf.fr/ark:/12148/btv1b10884785x
latin 5,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc61942r,none,none
latin 6,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc620519,none,none
latin 7,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc62155f,colorized,https://gallica.bnf.fr/ark:/12148/btv1b8553005p
latin 8,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc622573,none,none
latin 9,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc57468g,colorized,https://gallica.bnf.fr/ark:/12148/btv1b8426006z
latin 10,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc589070,colorized,http://gallica.bnf.fr/ark:/12148/btv1b10543450w
latin 11,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc59021j,colorized,https://gallica.bnf.fr/ark:/12148/btv1b8455938j
latin 12,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc59135w,none,none
latin 13,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc59246h,none,none
latin 14,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc59360n,microfilmed,http://gallica.bnf.fr/ark:/12148/btv1b100357558
latin 15,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc59463j,microfilmed,http://gallica.bnf.fr/ark:/12148/btv1b10038843c
latin 16,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc59554r,none,none
latin 17,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc59662n,microfilmed,https://gallica.bnf.fr/ark:/12148/btv1b9066562n
latin 18,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc59766s,colorized,https://gallica.bnf.fr/ark:/12148/btv1b6000540x
latin 19,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc598498,none,none
latin 20,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc59927j,microfilmed,http://gallica.bnf.fr/ark:/12148/btv1b10039250h
latin 21,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc599931,none,none
latin 22,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc60084c,microfilmed,http://gallica.bnf.fr/ark:/12148/btv1b10034310h
latin 23,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc601271,colorized,https://gallica.bnf.fr/ark:/12148/btv1b105110550
latin 24,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc60229p,microfilmed,https://gallica.bnf.fr/ark:/12148/btv1b90778005
latin 25,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc603175,colorized,https://gallica.bnf.fr/ark:/12148/btv1b8496558b
latin 26,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc60396k,microfilmed,http://gallica.bnf.fr/ark:/12148/btv1b10038565z
latin 27,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc604931,none,none
latin 28,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc605847,microfilmed,https://gallica.bnf.fr/ark:/12148/btv1b9077801k
latin 29,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc60711d,none,none
latin 30,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc60834q,microfilmed,http://gallica.bnf.fr/ark:/12148/btv1b10033390g
latin 31,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc60925x,none,none
latin 32,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc61049w,microfilmed,https://gallica.bnf.fr/ark:/12148/btv1b90778020
latin 33,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc611776,none,none
latin 34,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc612959,none,none
latin 35,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc61422g,none,none
latin 36,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc61536t,microfilmed,http://gallica.bnf.fr/ark:/12148/btv1b10034500v
latin 37,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc616466,none,none
latin 38,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc61761k,microfilmed,http://gallica.bnf.fr/ark:/12148/btv1b10039246s
latin 39,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc61834v,microfilmed,http://gallica.bnf.fr/ark:/12148/btv1b100392477
latin 40,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc61846j,colorized,https://gallica.bnf.fr/ark:/12148/btv1b8455927r
latin 41,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc61856r,microfilmed,https://gallica.bnf.fr/ark:/12148/btv1b9077804t
latin 42,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc618570,colorized,http://gallica.bnf.fr/ark:/12148/btv1b52520019d
latin 43,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc618637,colorized,http://gallica.bnf.fr/ark:/12148/btv1b10465186q
latin 44,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc61874p,none,none
latin 45,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc8451k,colorized,http://gallica.bnf.fr/ark:/12148/btv1b8452546s
latin 46,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc61896k,colorized,http://gallica.bnf.fr/ark:/12148/btv1b10543769g
latin 47,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc85127,colorized,https://gallica.bnf.fr/ark:/12148/btv1b84267909
latin 48,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc61918k,microfilmed,http://gallica.bnf.fr/ark:/12148/btv1b10036626f
latin 49,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc619319,none,none
latin 50,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc90887s,colorized,https://gallica.bnf.fr/ark:/12148/btv1b84546883
latin 51,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc61954f,none,none
latin 52,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc61965w,colorized,https://gallica.bnf.fr/ark:/12148/btv1b8427233v
latin 53,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc61977k,microfilmed,http://gallica.bnf.fr/ark:/12148/btv1b10034574j
latin 54,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc61986j,none,none
latin 55,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc619970,colorized,http://gallica.bnf.fr/ark:/12148/btv1b10545836z
latin 56,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc62007q,none,none
latin 57,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc620185,microfilmed,http://gallica.bnf.fr/ark:/12148/btv1b100345750
latin 58,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc62029m,none,none
latin 59,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc620413,microfilmed,https://gallica.bnf.fr/ark:/12148/btv1b90764541
latin 60,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc62052j,none,none
latin 61,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc620630,microfilmed,http://gallica.bnf.fr/ark:/12148/btv1b10039146d
latin 62,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc62075p,none,none
latin 63,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc620864,microfilmed,http://gallica.bnf.fr/ark:/12148/btv1b100392170
latin 64,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc62097k,microfilmed,http://gallica.bnf.fr/ark:/12148/btv1b10039219w
latin 65,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc621084,microfilmed,http://gallica.bnf.fr/ark:/12148/btv1b10039230p
latin 66,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc62118b,microfilmed,http://gallica.bnf.fr/ark:/12148/btv1b100392153
latin 67,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc621223,microfilmed,http://gallica.bnf.fr/ark:/12148/btv1b10039257n
latin 68,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc8452s,none,none
latin 69,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc62143r,microfilmed,http://gallica.bnf.fr/ark:/12148/btv1b10039214n
latin 70,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc62156p,microfilmed,http://gallica.bnf.fr/ark:/12148/btv1b100392136
latin 71,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc621674,microfilmed,http://gallica.bnf.fr/ark:/12148/btv1b10039212r
latin 72,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc62175v,microfilmed,http://gallica.bnf.fr/ark:/12148/btv1b100392119
latin 73,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc62180v,microfilmed,http://gallica.bnf.fr/ark:/12148/btv1b10039210v
latin 74,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc621891,colorized,http://gallica.bnf.fr/ark:/12148/btv1b105395234
latin 75,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc62201m,microfilmed,http://gallica.bnf.fr/ark:/12148/btv1b100392081
latin 76,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc622122,microfilmed,http://gallica.bnf.fr/ark:/12148/btv1b10039209g
latin 77,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc62224r,microfilmed,http://gallica.bnf.fr/ark:/12148/btv1b10039221q
latin 78,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc62236f,none,none
latin 79,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc62247w,none,none
latin 80,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc62258b,none,none
latin 81,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc62269s,none,none
latin 82,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc622801,none,none
latin 83,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc62292q,none,none
latin 84,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc623038,microfilmed,http://gallica.bnf.fr/ark:/12148/btv1b100392299
latin 85,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc62315z,microfilmed,http://gallica.bnf.fr/ark:/12148/btv1b10039228v
latin 86,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc62327n,microfilmed,http://gallica.bnf.fr/ark:/12148/btv1b10039216j
latin 87,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc62340c,microfilmed,http://gallica.bnf.fr/ark:/12148/btv1b10038620f
latin 88,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc62351t,microfilmed,http://gallica.bnf.fr/ark:/12148/btv1b10036830x
latin 89,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc624299,none,none
latin 90,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc62459x,colorized,http://gallica.bnf.fr/ark:/12148/btv1b10027868s
latin 91,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc624705,microfilmed,http://gallica.bnf.fr/ark:/12148/btv1b10038621w
latin 92,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc62482v,microfilmed,http://gallica.bnf.fr/ark:/12148/btv1b10039232k
latin 93,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc84530,colorized,https://gallica.bnf.fr/ark:/12148/btv1b8452544z
latin 94,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc34024c,colorized,https://gallica.bnf.fr/ark:/12148/btv1b84260363
latin 95,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc62512k,none,none
latin 96,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc62522s,none,none
latin 97,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc588043,colorized,https://gallica.bnf.fr/ark:/12148/btv1b84260489
latin 98,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc62545x,microfilmed,http://gallica.bnf.fr/ark:/12148/btv1b100392314
latin 99,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc62557m,microfilmed,http://gallica.bnf.fr/ark:/12148/btv1b100392331
latin 100,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc589087,colorized,http://gallica.bnf.fr/ark:/12148/btv1b100295779
latin 101,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc58921z,none,none
latin 102,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc89286,colorized,https://gallica.bnf.fr/ark:/12148/btv1b84260400
latin 103,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc589443,colorized,https://gallica.bnf.fr/ark:/12148/btv1b8427440p
latin 104,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc589549,colorized,https://gallica.bnf.fr/ark:/12148/btv1b84546868
latin 105,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc58965r,microfilmed,http://gallica.bnf.fr/ark:/12148/btv1b100346041
latin 106,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc589766,microfilmed,http://gallica.bnf.fr/ark:/12148/btv1b10034605g
latin 107,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc58987n,microfilmed,http://gallica.bnf.fr/ark:/12148/btv1b10039235x
latin 108,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc58999b,microfilmed,http://gallica.bnf.fr/ark:/12148/btv1b10039236c
latin 109,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc590103,none,none
latin 110,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc59022s,microfilmed,http://gallica.bnf.fr/ark:/12148/btv1b10038440h
latin 111,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc8432f,colorized,https://gallica.bnf.fr/ark:/12148/btv1b8426292d
latin 112,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc34025m,microfilmed,https://gallica.bnf.fr/ark:/12148/btv1b9066560t
latin 113,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc84441,colorized,https://gallica.bnf.fr/ark:/12148/btv1b84262806
latin 114,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc59067t,none,none
latin 115,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc590788,none,none
latin 116,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc590910,colorized,http://gallica.bnf.fr/ark:/12148/btv1b10543770v
latin 117,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc59102j,none,none
latin 118,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc591130,microfilmed,http://gallica.bnf.fr/ark:/12148/btv1b10039237t
latin 119,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc59124f,microfilmed,https://gallica.bnf.fr/ark:/12148/btv1b10720814f
latin 120,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc591364,microfilmed,http://gallica.bnf.fr/ark:/12148/btv1b10039244w
latin 121,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc59147k,microfilmed,http://gallica.bnf.fr/ark:/12148/btv1b100392388
latin 122,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc591581,microfilmed,http://gallica.bnf.fr/ark:/12148/btv1b10039239q
latin 123,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc59169g,microfilmed,http://gallica.bnf.fr/ark:/12148/btv1b100392403
latin 124,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc59180q,microfilmed,http://gallica.bnf.fr/ark:/12148/btv1b10039241j
latin 125,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc591915,none,none
latin 126,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc8935r,colorized,https://gallica.bnf.fr/ark:/12148/btv1b8490065w
latin 127,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc592135,microfilmed,http://gallica.bnf.fr/ark:/12148/btv1b100392420
latin 128,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc59224m,microfilmed,http://gallica.bnf.fr/ark:/12148/btv1b10039243f
latin 129,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc592352,microfilmed,http://gallica.bnf.fr/ark:/12148/btv1b10039245b
latin 130,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc59247r,colorized,http://gallica.bnf.fr/ark:/12148/btv1b105437719
latin 131,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc58805b,colorized,https://gallica.bnf.fr/ark:/12148/btv1b8426049q
latin 132,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc59270p,microfilmed,http://gallica.bnf.fr/ark:/12148/btv1b10038441z
latin 133,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc592814,microfilmed,https://gallica.bnf.fr/ark:/12148/btv1b10032267n
latin 134,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc59293t,microfilmed,https://gallica.bnf.fr/ark:/12148/btv1b90778057
latin 135,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc59304c,colorized,http://gallica.bnf.fr/ark:/12148/btv1b10544626f
latin 136,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc593162,none,none
latin 137,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc59327h,none,none
latin 138,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc59338z,microfilmed,http://gallica.bnf.fr/ark:/12148/btv1b10038670h
latin 139,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc59349d,microfilmed,http://gallica.bnf.fr/ark:/12148/btv1b10038622b
latin 140,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc59361w,colorized,http://gallica.bnf.fr/ark:/12148/btv1b10546505g
latin 141,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc59372b,microfilmed,http://gallica.bnf.fr/ark:/12148/btv1b100390533
latin 142,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc59383s,microfilmed,http://gallica.bnf.fr/ark:/12148/btv1b10039054j
latin 143,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc59396q,microfilmed,http://gallica.bnf.fr/ark:/12148/btv1b10038442d
latin 144,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc594078,microfilmed,http://gallica.bnf.fr/ark:/12148/btv1b10036287v
latin 145,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc59418q,microfilmed,http://gallica.bnf.fr/ark:/12148/btv1b10035708j
latin 146,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc59428x,microfilmed,http://gallica.bnf.fr/ark:/12148/btv1b10038443v
latin 147,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc594384,colorized,http://gallica.bnf.fr/ark:/12148/btv1b104641062
latin 148,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc59445m,microfilmed,http://gallica.bnf.fr/ark:/12148/btv1b10038445r
latin 149,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc59459s,microfilmed,http://gallica.bnf.fr/ark:/12148/btv1b100346202
latin 150,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc59464s,none,none
latin 151,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc59467h,colorized,http://gallica.bnf.fr/ark:/12148/btv1b100222858
latin 152,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc34026v,colorized,https://gallica.bnf.fr/ark:/12148/btv1b8452765t
latin 153,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc59477q,microfilmed,http://gallica.bnf.fr/ark:/12148/btv1b10038447n
latin 154,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc59485f,microfilmed,http://gallica.bnf.fr/ark:/12148/btv1b100384483
latin 155,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc59496w,microfilmed,http://gallica.bnf.fr/ark:/12148/btv1b10034621h
latin 156,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc59507f,microfilmed,https://gallica.bnf.fr/ark:/12148/btv1b9076455f
latin 157,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc59518w,none,none
latin 158,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc59531m,microfilmed,http://gallica.bnf.fr/ark:/12148/btv1b10034622z
latin 159,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc59539j,none,none
latin 160,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc595550,none,none
latin 161,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc59563q,microfilmed,http://gallica.bnf.fr/ark:/12148/btv1b100386247
latin 162,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc595745,microfilmed,http://gallica.bnf.fr/ark:/12148/btv1b10038625p
latin 163,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc59585m,colorized,http://gallica.bnf.fr/ark:/12148/btv1b525172465
latin 164,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc595962,none,none
latin 165,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc59608v,none,none
latin 166,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc59620b,none,none
latin 167,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc59631s,microfilmed,http://gallica.bnf.fr/ark:/12148/btv1b100386264
latin 168,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc596410,none,none
latin 169,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc596516,none,none
latin 170,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc59663w,colorized,http://gallica.bnf.fr/ark:/12148/btv1b525170309
latin 171,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc59675k,microfilmed,http://gallica.bnf.fr/ark:/12148/btv1b10038629g
latin 172,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc596878,microfilmed,http://gallica.bnf.fr/ark:/12148/btv1b10038630v
latin 173,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc59698q,none,none
latin 174,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc59707s,microfilmed,http://gallica.bnf.fr/ark:/12148/btv1b10038435b
latin 175,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc597148,none,none
latin 176,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc59725q,microfilmed,http://gallica.bnf.fr/ark:/12148/btv1b100386319
latin 177,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc597365,none,none
latin 178,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc597454,none,none
latin 179,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc59755b,none,none
latin 180,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc597671,microfilmed,http://gallica.bnf.fr/ark:/12148/btv1b10038632r
latin 181,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc59778g,none,none
latin 182,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc59785z,microfilmed,http://gallica.bnf.fr/ark:/12148/btv1b100386336
latin 183,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc59796d,microfilmed,http://gallica.bnf.fr/ark:/12148/btv1b10038449j
latin 184,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc58806k,colorized,https://gallica.bnf.fr/ark:/12148/btv1b84260541
latin 185,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc59801h,microfilmed,http://gallica.bnf.fr/ark:/12148/btv1b10038450x
latin 186,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc58807t,colorized,https://gallica.bnf.fr/ark:/12148/btv1b84260578
latin 187,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc59820p,microfilmed,https://gallica.bnf.fr/ark:/12148/btv1b9080985q
latin 188,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc59830w,microfilmed,https://gallica.bnf.fr/ark:/12148/btv1b90781217
latin 189,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc598403,colorized,https://gallica.bnf.fr/ark:/12148/btv1b52500276p
latin 190,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc84457,colorized,https://gallica.bnf.fr/ark:/12148/btv1b8423835h
latin 191,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc59861r,none,none
latin 192,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc59868f,none,none
latin 193,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc59879w,microfilmed,http://gallica.bnf.fr/ark:/12148/btv1b10032706m
latin 194,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc598893,none,none
latin 195,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc59900f,none,none
latin 196,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc8433n,colorized,https://gallica.bnf.fr/ark:/12148/btv1b84262873
latin 197,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc59914m,none,none
latin 198,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc59924t,none,none
latin 199,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc599252,none,none
latin 200,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc59928s,none,none
latin 201,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc599291,none,none
latin 202,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc59932j,none,none
latin 203,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc599408,microfilmed,https://gallica.bnf.fr/ark:/12148/btv1b9068085j
latin 204,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc59950g,colorized,http://gallica.bnf.fr/ark:/12148/btv1b52517730z
latin 205,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc59961x,microfilmed,http://gallica.bnf.fr/ark:/12148/btv1b10038627k
latin 206,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc59963d,none,none
latin 207,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc59964n,microfilmed,http://gallica.bnf.fr/ark:/12148/btv1b100386281
latin 208,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc59974v,none,none
latin 209,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc59982k,microfilmed,http://gallica.bnf.fr/ark:/12148/btv1b10038645h
latin 210,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc599948,none,none
latin 211,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc60003g,none,none
latin 212,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc600116,none,none
latin 213,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc60021d,none,none
latin 214,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc60029b,none,none
latin 215,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc600389,microfilmed,http://gallica.bnf.fr/ark:/12148/btv1b10038646z
latin 216,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc60049r,none,none
latin 217,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc600600,microfilmed,https://gallica.bnf.fr/ark:/12148/btv1b10032296f
latin 218,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc60073x,microfilmed,http://gallica.bnf.fr/ark:/12148/btv1b10038647d
latin 219,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc60081n,none,none
latin 220,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc60085m,none,none
latin 221,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc60094k,none,none
latin 222,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc60095t,none,none
latin 223,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc600962,none,none
latin 224,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc60100x,none,none
latin 225,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc60103n,none,none
latin 226,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc601054,none,none
