pressmark,record_url,digitization_type,digitization_url
latin 5781,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc64760r,microfilmed,http://gallica.bnf.fr/ark:/12148/btv1b10035762b
latin 5782,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc647610,colorized,http://gallica.bnf.fr/ark:/12148/btv1b52512287j
latin 5783,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc647627,microfilmed,http://gallica.bnf.fr/ark:/12148/btv1b10035763s
latin 5784,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc64763g,colorized,https://gallica.bnf.fr/ark:/12148/btv1b84469390
latin 5785,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc64765z,microfilmed,https://gallica.bnf.fr/ark:/12148/btv1b9078357j
latin 5786,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc647666,colorized,http://gallica.bnf.fr/ark:/12148/btv1b53256000c
latin 5787,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc64767f,microfilmed,http://gallica.bnf.fr/ark:/12148/btv1b10038233p
latin 5788,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc64768p,microfilmed,https://gallica.bnf.fr/ark:/12148/btv1b9078355q
latin 5789,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc64769x,microfilmed,http://gallica.bnf.fr/ark:/12148/btv1b100386855
latin 5790,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc64770z,none,none
latin 5791,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc647716,colorized,http://gallica.bnf.fr/ark:/12148/btv1b10027169k
latin 5792,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc64772f,none,none
latin 5793,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc64773p,none,none
latin 5794,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc64774x,colorized,http://gallica.bnf.fr/ark:/12148/btv1b532535526
latin 5795,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc647755,colorized,http://gallica.bnf.fr/ark:/12148/btv1b10541004d
latin 5796,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc64776d,colorized,http://gallica.bnf.fr/ark:/12148/btv1b10541005v
latin 5797,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc64777n,microfilmed,https://gallica.bnf.fr/ark:/12148/btv1b90809330
latin 5798,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc64778w,microfilmed,https://gallica.bnf.fr/ark:/12148/btv1b90684032
latin 5799,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc647794,none,none
latin 5800,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc647805,none,none
latin 5801,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc64781d,microfilmed,https://gallica.bnf.fr/ark:/12148/btv1b90668188
latin 5802,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc64782n,colorized,https://gallica.bnf.fr/ark:/12148/btv1b8438624v
latin 5803,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc64783w,microfilmed,http://gallica.bnf.fr/ark:/12148/btv1b10036823v
latin 5804,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc647844,microfilmed,https://gallica.bnf.fr/ark:/12148/btv1b9066817v
latin 5805,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc64785c,none,none
latin 5806,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc64786m,microfilmed,http://gallica.bnf.fr/ark:/12148/btv1b10033269w
latin 5807,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc64787v,microfilmed,http://gallica.bnf.fr/ark:/12148/btv1b10036705j
latin 5808,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc647883,microfilmed,http://gallica.bnf.fr/ark:/12148/btv1b100368249
latin 5809,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc64789b,colorized,https://gallica.bnf.fr/ark:/12148/btv1b530148127
latin 5810,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc64790c,microfilmed,http://gallica.bnf.fr/ark:/12148/btv1b10036633h
latin 5811,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc64791m,microfilmed,http://gallica.bnf.fr/ark:/12148/btv1b10036634z
latin 5812,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc64792v,microfilmed,http://gallica.bnf.fr/ark:/12148/btv1b10036635d
latin 5813,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc647933,microfilmed,http://gallica.bnf.fr/ark:/12148/btv1b10036636v
latin 5814,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc64794b,colorized,http://gallica.bnf.fr/ark:/12148/btv1b100203241
latin 5815,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc64795k,none,none
latin 5816,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc64796t,colorized,https://gallica.bnf.fr/ark:/12148/btv1b84469323
latin 5817,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc647972,microfilmed,http://gallica.bnf.fr/ark:/12148/btv1b100364291
latin 5818,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc647989,microfilmed,http://gallica.bnf.fr/ark:/12148/btv1b100388742
latin 5819,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc64799j,microfilmed,http://gallica.bnf.fr/ark:/12148/btv1b10035366m
latin 5820,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc64800p,microfilmed,http://gallica.bnf.fr/ark:/12148/btv1b100353672
latin 5821,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc64801x,microfilmed,http://gallica.bnf.fr/ark:/12148/btv1b10035368h
latin 5822,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc648025,microfilmed,https://gallica.bnf.fr/ark:/12148/btv1b9068409j
latin 5823,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc64803d,colorized,http://gallica.bnf.fr/ark:/12148/btv1b10465082j
latin 5824,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc64804n,colorized,http://gallica.bnf.fr/ark:/12148/btv1b52516744t
latin 5825,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc64805w,none,none
latin 5826,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc64818t,colorized,http://gallica.bnf.fr/ark:/12148/btv1b53249757z
latin 5827,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc58892g,colorized,http://gallica.bnf.fr/ark:/12148/btv1b55013493m
latin 5828,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc648203,colorized,http://gallica.bnf.fr/ark:/12148/btv1b10029575d
latin 5829,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc64821b,colorized,https://gallica.bnf.fr/ark:/12148/btv1b525039877
latin 5830,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc64822k,colorized,http://gallica.bnf.fr/ark:/12148/btv1b532535543
latin 5831,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc58901j,colorized,https://gallica.bnf.fr/ark:/12148/btv1b8447183z
latin 5832,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc648242,microfilmed,https://gallica.bnf.fr/ark:/12148/btv1b9077813s
latin 5833,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc648259,colorized,http://gallica.bnf.fr/ark:/12148/btv1b100278606
latin 5834,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc64826j,microfilmed,http://gallica.bnf.fr/ark:/12148/btv1b10037444z
latin 5835,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc64827s,colorized,http://gallica.bnf.fr/ark:/12148/btv1b10028276c
latin 5836,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc648281,colorized,http://gallica.bnf.fr/ark:/12148/btv1b10028225v
latin 5837,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc648298,microfilmed,http://gallica.bnf.fr/ark:/12148/btv1b10037274f
latin 5838,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc648309,none,none
latin 5839,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc64831j,colorized,http://gallica.bnf.fr/ark:/12148/btv1b10542011t
latin 5840,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc64832s,colorized,http://gallica.bnf.fr/ark:/12148/btv1b55014010s
latin 5841,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc648331,colorized,https://gallica.bnf.fr/ark:/12148/btv1b525016217
latin 5842,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc648348,colorized,https://gallica.bnf.fr/ark:/12148/btv1b10515862g
latin 5843,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc64835h,colorized,https://gallica.bnf.fr/ark:/12148/btv1b8529512k
latin 5844,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc64836r,none,none
latin 5845,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc648370,none,none
latin 5846,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc648387,colorized,http://gallica.bnf.fr/ark:/12148/btv1b104650830
latin 5847,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc64839g,none,none
latin 5848,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc64840h,microfilmed,https://gallica.bnf.fr/ark:/12148/btv1b90783549
latin 5849,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc64841r,colorized,http://gallica.bnf.fr/ark:/12148/btv1b10465084f
latin 5850,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc648420,none,none
latin 5851,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc648437,none,none
latin 5852,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc64844g,none,none
latin 5853,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc64845q,colorized,http://gallica.bnf.fr/ark:/12148/btv1b531965365
latin 5854,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc64846z,none,none
latin 5855,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc648476,none,none
latin 5856,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc64848f,none,none
latin 5857,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc64849p,none,none
latin 5858,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc64850q,microfilmed,https://gallica.bnf.fr/ark:/12148/btv1b9066542w
latin 5859,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc64851z,microfilmed,https://gallica.bnf.fr/ark:/12148/btv1b9066541g
latin 5860,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc648526,microfilmed,https://gallica.bnf.fr/ark:/12148/btv1b90665402
latin 5861,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc64853f,microfilmed,https://gallica.bnf.fr/ark:/12148/btv1b9066503s
latin 5862,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc64854p,microfilmed,https://gallica.bnf.fr/ark:/12148/btv1b9066502c
latin 5863,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc64855x,colorized,http://gallica.bnf.fr/ark:/12148/btv1b10464232w
latin 5864,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc648565,none,none
latin 5865,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc64857d,colorized,http://gallica.bnf.fr/ark:/12148/btv1b10464231f
latin 5866,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc64858n,none,none
latin 5867,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc64859w,none,none
latin 5868,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc64860x,microfilmed,http://gallica.bnf.fr/ark:/12148/btv1b10038276p
latin 5869,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc648615,microfilmed,http://gallica.bnf.fr/ark:/12148/btv1b100324447
latin 5870,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc64862d,microfilmed,https://gallica.bnf.fr/ark:/12148/btv1b90779542
latin 5871,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc64863n,none,none
latin 5872,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc64864w,microfilmed,https://gallica.bnf.fr/ark:/12148/btv1b90724697
latin 5873,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc648654,microfilmed,http://gallica.bnf.fr/ark:/12148/btv1b10036895n
latin 5874,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc64866c,microfilmed,http://gallica.bnf.fr/ark:/12148/btv1b100365836
latin 5875,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc64867m,microfilmed,https://gallica.bnf.fr/ark:/12148/btv1b90766539
latin 5876,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc64868v,microfilmed,https://gallica.bnf.fr/ark:/12148/btv1b9076652w
latin 5877,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc648693,microfilmed,https://gallica.bnf.fr/ark:/12148/btv1b9076651g
latin 5878,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc648704,none,none
latin 5879,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc64871c,microfilmed,https://gallica.bnf.fr/ark:/12148/btv1b9068286n
latin 5880,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc64872m,none,none
latin 5881,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc64873v,microfilmed,http://gallica.bnf.fr/ark:/12148/btv1b10035695j
latin 5882,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc648743,microfilmed,http://gallica.bnf.fr/ark:/12148/btv1b100337099
latin 5883,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc64875b,microfilmed,http://gallica.bnf.fr/ark:/12148/btv1b10038695k
latin 5884,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc64876k,microfilmed,http://gallica.bnf.fr/ark:/12148/btv1b10034378k
latin 5885,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc64877t,microfilmed,http://gallica.bnf.fr/ark:/12148/btv1b100343791
latin 5886,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc648782,none,none
latin 5887,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc648799,colorized,http://gallica.bnf.fr/ark:/12148/btv1b84965553
latin 5888,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc64880b,colorized,http://gallica.bnf.fr/ark:/12148/btv1b52520466n
latin 5889,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc64881k,microfilmed,https://gallica.bnf.fr/ark:/12148/btv1b9067723j
latin 5890,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc64882t,colorized,http://gallica.bnf.fr/ark:/12148/btv1b10027850s
latin 5891,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc648832,colorized,https://gallica.bnf.fr/ark:/12148/btv1b53014827w
latin 5892,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc648849,microfilmed,http://gallica.bnf.fr/ark:/12148/btv1b10038409w
latin 5893,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc64885j,colorized,https://gallica.bnf.fr/ark:/12148/btv1b52001005j
latin 5894,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc64886s,microfilmed,https://gallica.bnf.fr/ark:/12148/btv1b9078353w
latin 5895,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc70532t,colorized,https://gallica.bnf.fr/ark:/12148/btv1b8447067h
latin 5896,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc648888,colorized,https://gallica.bnf.fr/ark:/12148/btv1b8490177f
latin 5897,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc64889h,none,none
latin 5898,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc64890j,none,none
latin 5899,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc64891s,microfilmed,https://gallica.bnf.fr/ark:/12148/btv1b90669836
latin 5900,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc648921,colorized,https://gallica.bnf.fr/ark:/12148/btv1b8490182r
latin 5901,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc648938,microfilmed,http://gallica.bnf.fr/ark:/12148/btv1b100374729
latin 5902,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc64894h,none,none
latin 5903,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc64895r,none,none
latin 5904,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc648960,none,none
latin 5905,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc648977,none,none
latin 5906,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc64898g,none,none
latin 5907,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc64899q,none,none
latin 5908,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc64900v,microfilmed,http://gallica.bnf.fr/ark:/12148/btv1b100333285
latin 5909,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc64902b,none,none
latin 5910,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc64903k,none,none
latin 5911,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc64904t,microfilmed,https://gallica.bnf.fr/ark:/12148/btv1b9072453c
latin 5912,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc649052,colorized,https://gallica.bnf.fr/ark:/12148/btv1b8478953q
latin 5913,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc64908s,colorized,http://gallica.bnf.fr/ark:/12148/btv1b52511831q
latin 5914,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc649102,colorized,http://gallica.bnf.fr/ark:/12148/btv1b52519912g
latin 5915,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc649119,none,none
latin 5916,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc64912j,none,none
latin 5917,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc64913s,none,none
latin 5918,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc649141,microfilmed,http://gallica.bnf.fr/ark:/12148/btv1b100387324
latin 5919,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc649158,microfilmed,http://gallica.bnf.fr/ark:/12148/btv1b10038708k
latin 5920,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc649197,colorized,http://gallica.bnf.fr/ark:/12148/btv1b10542283c
latin 5921,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc649208,colorized,http://gallica.bnf.fr/ark:/12148/btv1b52516818r
latin 5922,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc64921h,colorized,http://gallica.bnf.fr/ark:/12148/btv1b525171566
latin 5923,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc64922r,colorized,http://gallica.bnf.fr/ark:/12148/btv1b52514276c
latin 5924,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc649230,none,none
latin 5925,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc649247,microfilmed,https://gallica.bnf.fr/ark:/12148/btv1b9076644b
latin 5926,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc64926q,colorized,https://gallica.bnf.fr/ark:/12148/btv1b85530048
latin 5927,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc64927z,colorized,http://gallica.bnf.fr/ark:/12148/btv1b10542284t
latin 5928,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc64929f,none,none
latin 5929,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc64930g,microfilmed,http://gallica.bnf.fr/ark:/12148/btv1b10036023t
latin 5930,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc64931q,none,none
latin 5931,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc64932z,colorized,http://gallica.bnf.fr/ark:/12148/btv1b10840653s
latin 5932,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc649336,none,none
latin 5933,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc64935p,none,none
latin 5934,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc64936x,colorized,https://gallica.bnf.fr/ark:/12148/btv1b52504649p
latin 5935,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc649375,colorized,http://gallica.bnf.fr/ark:/12148/btv1b52518693r
latin 5936,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc64938d,none,none
latin 5937,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc64939n,none,none
latin 5938,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc64940p,none,none
latin 5939,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc64941x,colorized,https://gallica.bnf.fr/ark:/12148/btv1b53014833h
latin 5940,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc649425,none,none
latin 5941,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc64943d,colorized,https://gallica.bnf.fr/ark:/12148/btv1b8562475p
latin 5942,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc64945w,colorized,https://gallica.bnf.fr/ark:/12148/btv1b52504322k
latin 5943,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc649464,none,none
latin 5944,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc64949v,microfilmed,https://gallica.bnf.fr/ark:/12148/btv1b9077951t
latin 5945,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc64950w,microfilmed,https://gallica.bnf.fr/ark:/12148/btv1b9077950d
latin 5946,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc649514,microfilmed,http://gallica.bnf.fr/ark:/12148/btv1b10084151d
latin 5947,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc64952c,microfilmed,http://gallica.bnf.fr/ark:/12148/btv1b10084152v
latin 5948,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc64953m,none,none
latin 5949,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc64954v,none,none
latin 5950,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc64956b,none,none
latin 5951,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc64957k,microfilmed,http://gallica.bnf.fr/ark:/12148/btv1b100370235
latin 5952,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc64958t,colorized,http://gallica.bnf.fr/ark:/12148/btv1b52517741t
latin 5953,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc649592,none,none
latin 5954,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc649603,colorized,https://gallica.bnf.fr/ark:/12148/btv1b84272845
latin 5955,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc64962k,none,none
latin 5956,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc64963t,microfilmed,http://gallica.bnf.fr/ark:/12148/btv1b10033374f
latin 5957,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc649659,none,none
latin 5958,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc64966j,microfilmed,https://gallica.bnf.fr/ark:/12148/btv1b9077949r
latin 5959,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc64967s,microfilmed,https://gallica.bnf.fr/ark:/12148/btv1b9077948b
latin 5960,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc649681,none,none
latin 5962,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc649709,none,none
latin 5963,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc64971j,none,none
latin 5964,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc64972s,none,none
latin 5965,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc649731,microfilmed,http://gallica.bnf.fr/ark:/12148/btv1b10034295p
latin 5966,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc649748,microfilmed,http://gallica.bnf.fr/ark:/12148/btv1b100342964
latin 5967,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc64975h,none,none
latin 5968,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc64976r,none,none
latin 5969,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc649770,none,none
latin 5970,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc649787,colorized,http://gallica.bnf.fr/ark:/12148/btv1b10027866w
latin 5971,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc64981r,none,none
latin 5972,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc649837,none,none
latin 5973,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc64984g,colorized,http://gallica.bnf.fr/ark:/12148/btv1b6000734w
latin 5974,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc64985q,none,none
latin 5975,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc64986z,none,none
latin 5976,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc649876,none,none
latin 5977,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc64988f,none,none
latin 5978,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc64989p,none,none
latin 5979,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc64990q,none,none
latin 5980,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc64991z,colorized,http://gallica.bnf.fr/ark:/12148/btv1b525216280
latin 5981,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc649926,none,none
latin 5982,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc64993f,none,none
latin 5983,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc64994p,none,none
latin 5984,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc64995x,none,none
latin 5985,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc649965,none,none
latin 5986,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc64997d,none,none
latin 5987,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc64998n,none,none
latin 5988,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc64999w,colorized,http://gallica.bnf.fr/ark:/12148/btv1b105465007
latin 5989,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc65001p,none,none
latin 5990,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc65002x,colorized,http://gallica.bnf.fr/ark:/12148/btv1b52510686x
latin 5991,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc650035,none,none
latin 5992,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc65006w,microfilmed,http://gallica.bnf.fr/ark:/12148/btv1b10036789n
latin 5993,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc650074,microfilmed,http://gallica.bnf.fr/ark:/12148/btv1b10032497n
latin 5994,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc65010n,microfilmed,http://gallica.bnf.fr/ark:/12148/btv1b100357039
latin 5995,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc65011w,none,none
latin 5996,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc650124,none,none
latin 5997,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc65013c,none,none
latin 5998,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc65015v,none,none
latin 5999,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc650163,none,none
latin 6000,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc65017b,none,none
latin 6001,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc65018k,microfilmed,http://gallica.bnf.fr/ark:/12148/btv1b10035415g
latin 6002,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc65019t,microfilmed,http://gallica.bnf.fr/ark:/12148/btv1b10036343s
latin 6003,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc65020v,microfilmed,https://gallica.bnf.fr/ark:/12148/btv1b9077923h
latin 6004,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc650213,none,none
latin 6005,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc65022b,none,none
latin 6006,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc65023k,microfilmed,https://gallica.bnf.fr/ark:/12148/btv1b90808342
